site_size_ha,site_code_abcd,site_name,sampling_year_yyyy,year_site,species_banding_code_abcd,species_common_name,breeding_territories,tree_density
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,CAWA,Canada Warbler,1,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,CEDW,Cedar Waxwing,1,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,CHSP,Chipping Sparrow,5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,COGR,Common Grackle,0.5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,COYE,Common Yellowthroat,8,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,CWWI,Chuck-will's-widow,1,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,EAKI,Eastern Kingbird,1.5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,EATO,Eastern Towhee,5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,EAWP,Eastern Wood-pewee,3,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,FISP,Field Sparrow,2.5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,GCFL,Great Crested Flycatcher,2,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,GRCA,Gray Catbird,2,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,HOWR,House Wren,20.5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,MODO,Mourning Dove,2,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,NOFL,Northern Flicker,1,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,RWBL,Red-winged Blackbird,4.5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,SOSP,Song Sparrow,2.5,46.34465165
12.8,WPWC,White Pine - White Cedar Savannah,1991,1991_WPWC,TRES,Tree Swallow,1,46.34465165
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,BAOR,Baltimore Oriole,2,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,CHSP,Chipping Sparrow,1.5,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,EAKI,Eastern Kingbird,4,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,EUST,European Starling,0.25,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,FISP,Field Sparrow,2,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,HOWR,House Wren,2,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,RWBL,Red-winged Blackbird,2,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,SOSP,Song Sparrow,0.25,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,SPSA,Spotted Sandpiper,3,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,1992,1992_DCSD,TRES,Tree Swallow,6,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,AMKE,American Kestrel,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,AMWO,American Woodcock,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,BAOR,Baltimore Oriole,4.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,BHCO,Brown-headed Cowbird,2.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,BLJA,Blue Jay,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,CARW,Carolina Wren,0.25,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,COGR,Common Grackle,5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,COYE,Common Yellowthroat,3.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,DOWO,Downy Woodpecker,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,EAKI,Eastern Kingbird,5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,EAWP,Eastern Wood-pewee,5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,EUST,European Starling,6,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,FISP,Field Sparrow,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,GCFL,Great Crested Flycatcher,1.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,HOWR,House Wren,10,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,NOFL,Northern Flicker,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,REVI,Red-eyed Vireo,5.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,RWBL,Red-winged Blackbird,11.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,SOSP,Song Sparrow,7.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,TRES,Tree Swallow,6,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,WAVI,Warbling Vireo,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,WODU,Wood Duck,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,1992,1992_RARO,YWAR,Yellow Warbler,5.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,AMGO,American Goldfinch,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,AMRE,American Redstart,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,AMRO,American Robin,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,BAOR,Baltimore Oriole,6.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,BHCO,Brown-headed Cowbird,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,COGR,Common Grackle,5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,COYE,Common Yellowthroat,8.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,DOWO,Downy Woodpecker,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,EAKI,Eastern Kingbird,8.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,EAWP,Eastern Wood-pewee,9.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,EUST,European Starling,6.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,GCFL,Great Crested Flycatcher,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,GHOW,Great Horned Owl,0.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,HOWR,House Wren,18,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,LEFL,Least Flycatcher,5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,MODO,Mourning Dove,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,NOFL,Northern Flicker,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,REVI,Red-eyed Vireo,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,RTHA,Red-tailed Hawk,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,RWBL,Red-winged Blackbird,24,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,SOSP,Song Sparrow,14,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,SWSP,Swamp Sparrow,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,TRES,Tree Swallow,9,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,WAVI,Warbling Vireo,5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,1992,1992_ROIS,YWAR,Yellow Warbler,11.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,AMGO,American Goldfinch,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,AMWO,American Woodcock,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,BAOR,Baltimore Oriole,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,BCCH,Black-capped Chickadee,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,BHCO,Brown-headed Cowbird,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,BRTH,Brown Thrasher,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,CARW,Carolina Wren,2,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,CEDW,Cedar Waxwing,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,CHSP,Chipping Sparrow,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,COGR,Common Grackle,6,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,COYE,Common Yellowthroat,9,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,EAKI,Eastern Kingbird,2.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,EAPH,Eastern Phoebe,0.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,EATO,Eastern Towhee,2,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,EAWP,Eastern Wood-pewee,4,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,EUST,European Starling,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,EWPW,Eastern Whip-poor-will,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,FISP,Field Sparrow,3.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,GCFL,Great Crested Flycatcher,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,GRCA,Gray Catbird,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,HOWR,House Wren,8.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,INBU,Indigo Bunting,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,MALL,Mallard,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,MODO,Mourning Dove,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,NOCA,Northern Cardinal,2,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,NOFL,Northern Flicker,0.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,RWBL,Red-winged Blackbird,11.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,SOSP,Song Sparrow,8.5,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,SWSP,Swamp Sparrow,2,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,TRES,Tree Swallow,3,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,VIRA,Virginia Rail,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,WODU,Wood Duck,1,NOTFOUND
11,TMSL,Tamarack Slough,1992,1992_TMSL,YWAR,Yellow Warbler,4.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,AMRO,American Robin,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,BRTH,Brown Thrasher,3,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,CHSP,Chipping Sparrow,4,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,COGR,Common Grackle,3,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,EAKI,Eastern Kingbird,3.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,EUST,European Starling,2.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,FISP,Field Sparrow,2,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,KILL,Killdeer,2,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,RWBL,Red-winged Blackbird,9,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,SOSP,Song Sparrow,4,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,SPSA,Spotted Sandpiper,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,1993,1993_IDSS,TRES,Tree Swallow,14.5,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1993,1993_SRS1,EAKI,Eastern Kingbird,1.5,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1993,1993_SRS1,KILL,Killdeer,1,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1993,1993_SRS1,RWBL,Red-winged Blackbird,3.5,NOTFOUND
13.6,SRS1,Sedge - Rush Swale #1,1993,1993_SRS1,SPSA,Spotted Sandpiper,1,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1993,1993_SRS2,CHSP,Chipping Sparrow,1,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1993,1993_SRS2,KILL,Killdeer,1,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1993,1993_SRS2,RWBL,Red-winged Blackbird,0.5,NOTFOUND
14.6,SRS2,Sedge - Rush Swale #2,1993,1993_SRS2,SOSP,Song Sparrow,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,BAOR,Baltimore Oriole,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,CEDW,Cedar Waxwing,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,COGR,Common Grackle,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,COYE,Common Yellowthroat,6,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,EAKI,Eastern Kingbird,4,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,FISP,Field Sparrow,0.25,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,HOWR,House Wren,1.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,MODO,Mourning Dove,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,RWBL,Red-winged Blackbird,41,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,SOSP,Song Sparrow,8.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,TRES,Tree Swallow,5.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,1993,1993_STDP,YWAR,Yellow Warbler,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,AMRO,American Robin,0.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,BAOR,Baltimore Oriole,5.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,BCCH,Black-capped Chickadee,2.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,BHCO,Brown-headed Cowbird,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,BLBW,Blackburnian Warbler,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,BLJA,Blue Jay,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,BRCR,Brown Creeper,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,BRTH,Brown Thrasher,0.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,CARW,Carolina Wren,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,CEDW,Cedar Waxwing,2,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,CHSP,Chipping Sparrow,5.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,COGR,Common Grackle,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,COYE,Common Yellowthroat,5.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,CWWI,Chuck-will's-widow,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,DOWO,Downy Woodpecker,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,EAKI,Eastern Kingbird,1.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,EATO,Eastern Towhee,3.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,EAWP,Eastern Wood-pewee,3,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,EUST,European Starling,1.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,EWPW,Eastern Whip-poor-will,3,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,FISP,Field Sparrow,3.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,GCFL,Great Crested Flycatcher,2.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,GRCA,Gray Catbird,6,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,HOWR,House Wren,27.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,LEFL,Least Flycatcher,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,MALL,Mallard,0.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,MAWA,Magnolia Warbler,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,MODO,Mourning Dove,4,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,NOCA,Northern Cardinal,1.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,NOFL,Northern Flicker,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,RBNU,Red-breasted Nuthatch,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,REVI,Red-eyed Vireo,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,RWBL,Red-winged Blackbird,3,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,SOSP,Song Sparrow,5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,TRES,Tree Swallow,4.5,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,WEVI,White-eyed Vireo,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
12.8,WPWC,White Pine - White Cedar Savannah,1993,1993_WPWC,YWAR,Yellow Warbler,0.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,AMRE,American Redstart,0.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,BAOR,Baltimore Oriole,9,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,BCCH,Black-capped Chickadee,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,BGGN,Blue-gray Gnatcatcher,0.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,BHCO,Brown-headed Cowbird,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,BLJA,Blue Jay,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,COGR,Common Grackle,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,COYE,Common Yellowthroat,5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,DOWO,Downy Woodpecker,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,EAKI,Eastern Kingbird,3,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,EAWP,Eastern Wood-pewee,12,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,EUST,European Starling,3.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,GCFL,Great Crested Flycatcher,3,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,HOWR,House Wren,14,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,INBU,Indigo Bunting,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,NOFL,Northern Flicker,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,RBWO,Red-bellied Woodpecker,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,REVI,Red-eyed Vireo,6,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,RHWO,Red-headed Woodpecker,0.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,RTHA,Red-tailed Hawk,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,RWBL,Red-winged Blackbird,7,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,SOSP,Song Sparrow,4.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,TRES,Tree Swallow,18.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,WAVI,Warbling Vireo,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,1994,1994_ROMF,YWAR,Yellow Warbler,4.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,AMRE,American Redstart,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,AMRO,American Robin,1.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,BAOR,Baltimore Oriole,6,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,BCCH,Black-capped Chickadee,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,BHCO,Brown-headed Cowbird,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,BLJA,Blue Jay,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,CEDW,Cedar Waxwing,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,COGR,Common Grackle,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,COYE,Common Yellowthroat,7.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,DOWO,Downy Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,EAKI,Eastern Kingbird,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,EAWP,Eastern Wood-pewee,13,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,EUST,European Starling,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,GCFL,Great Crested Flycatcher,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,GHOW,Great Horned Owl,0.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,HOWR,House Wren,12,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,NOCA,Northern Cardinal,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,NOFL,Northern Flicker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,REVI,Red-eyed Vireo,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,RHWO,Red-headed Woodpecker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,RWBL,Red-winged Blackbird,12.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,SOSP,Song Sparrow,8,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,TRES,Tree Swallow,7,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,WAVI,Warbling Vireo,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,WBNU,White-breasted Nuthatch,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,1994,1994_ROMS,YWAR,Yellow Warbler,6,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1994,1994_ROWB,AMRE,American Redstart,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1994,1994_ROWB,AMRO,American Robin,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1994,1994_ROWB,BAOR,Baltimore Oriole,6,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1994,1994_ROWB,BCCH,Black-capped Chickadee,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,1994,1994_ROWB,BGGN,Blue-gray Gnatcatcher,1.5,NOTFOUND
